county_state,COUNTY,STNAME,CTYNAME,STATE,POPESTIMATE2019,POPESTIMATE2020,POPESTIMATE2021
"Warren County, NC",185,NC,Warren County,37,5254,18598,18762
"Washington County, NC",187,NC,Washington County,37,16326,10955,10892
"Watauga County, NC",189,NC,Watauga County,37,56177,54072,54234
"Wayne County, NC",191,NC,Wayne County,37,29927,117226,116835
"Wilkes County, NC",193,NC,Wilkes County,37,9777,65871,65806
"Wilson County, NC",195,NC,Wilson County,37,8525,78811,78369
"Yadkin County, NC",197,NC,Yadkin County,37,37667,37182,37192
"Yancey County, NC",199,NC,Yancey County,37,18069,18475,18757
"Adams County, ND",1,ND,Adams County,38,517421,2188,2167
"Barnes County, ND",3,ND,Barnes County,38,10415,10836,10806
"Benson County, ND",5,ND,Benson County,38,6832,5953,5809
"Billings County, ND",7,ND,Billings County,38,928,931,955
"Bottineau County, ND",9,ND,Bottineau County,38,6282,6377,6390
"Bowman County, ND",11,ND,Bowman County,38,3024,2981,2903
"Burke County, ND",13,ND,Burke County,38,22383,2189,2158
"Burleigh County, ND",15,ND,Burleigh County,38,95626,98467,98933
"Cass County, ND",17,ND,Cass County,38,12147,184868,186562
"Cavalier County, ND",19,ND,Cavalier County,38,3762,3693,3662
"Dickey County, ND",21,ND,Dickey County,38,4872,4959,4897
"Divide County, ND",23,ND,Divide County,38,2264,2198,2188
"Dunn County, ND",25,ND,Dunn County,38,4424,4103,4035
"Eddy County, ND",27,ND,Eddy County,38,58460,2333,2337
"Emmons County, ND",29,ND,Emmons County,38,3241,3282,3271
"Foster County, ND",31,ND,Foster County,38,3210,3389,3364
"Golden Valley County, ND",33,ND,Golden Valley County,38,821,1730,1770
"Grand Forks County, ND",35,ND,Grand Forks County,38,69451,73062,72705
"Grant County, ND",37,ND,Grant County,38,18265,2281,2323
"Griggs County, ND",39,ND,Griggs County,38,2231,2296,2281
"Hettinger County, ND",41,ND,Hettinger County,38,2499,2474,2430
"Kidder County, ND",43,ND,Kidder County,38,2480,2384,2369
"LaMoure County, ND",45,ND,LaMoure County,38,4046,4083,4066
"Logan County, ND",47,ND,Logan County,38,21466,1885,1883
"McHenry County, ND",49,ND,McHenry County,38,307774,5322,5249
"McIntosh County, ND",51,ND,McIntosh County,38,14378,2512,2513
"McKenzie County, ND",53,ND,McKenzie County,38,15024,14744,13819
"McLean County, ND",55,ND,McLean County,38,171517,9749,9796
"Mercer County, ND",57,ND,Mercer County,38,15437,8330,8323
"Morton County, ND",59,ND,Morton County,38,2587,33333,33611
"Mountrail County, ND",61,ND,Mountrail County,38,10545,9765,9576
"Nelson County, ND",63,ND,Nelson County,38,46233,2989,3054
"Oliver County, ND",65,ND,Oliver County,38,1959,1866,1873
"Pembina County, ND",67,ND,Pembina County,38,6801,6827,6767
"Pierce County, ND",69,ND,Pierce County,38,19465,3968,3953
"Ramsey County, ND",71,ND,Ramsey County,38,550321,11555,11572
"Ransom County, ND",73,ND,Ransom County,38,5218,5703,5675
"Renville County, ND",75,ND,Renville County,38,14548,2272,2266
"Richland County, ND",77,ND,Richland County,38,15513,16524,16560
"Rolette County, ND",79,ND,Rolette County,38,14176,12162,12048
"Sargent County, ND",81,ND,Sargent County,38,3898,3842,3829
"Sheridan County, ND",83,ND,Sheridan County,38,2521,1258,1268
"Sioux County, ND",85,ND,Sioux County,38,34855,3884,3738
"Slope County, ND",87,ND,Slope County,38,750,701,690
"Stark County, ND",89,ND,Stark County,38,5342,33805,33046
"Steele County, ND",91,ND,Steele County,38,36649,1797,1810
"Stutsman County, ND",93,ND,Stutsman County,38,20704,21529,21576
"Towner County, ND",95,ND,Towner County,38,2189,2138,2140
"Traill County, ND",97,ND,Traill County,38,8036,7974,8003
"Walsh County, ND",99,ND,Walsh County,38,10641,10520,10469
"Ward County, ND",101,ND,Ward County,38,67641,69847,69071
"Wells County, ND",103,ND,Wells County,38,28296,3955,3905
"Williams County, ND",105,ND,Williams County,38,37589,41149,38484
"Adams County, OH",1,OH,Adams County,39,517421,27434,27542
"Allen County, OH",3,OH,Allen County,39,379299,102059,101670
"Ashland County, OH",5,OH,Ashland County,39,53484,52420,52316
"Ashtabula County, OH",7,OH,Ashtabula County,39,97241,97413,97337
"Athens County, OH",9,OH,Athens County,39,65327,62350,62056
"Auglaize County, OH",11,OH,Auglaize County,39,45656,46411,46141
"Belmont County, OH",13,OH,Belmont County,39,67006,66235,65849
"Brown County, OH",15,OH,Brown County,39,6578,43629,43662
"Butler County, OH",17,OH,Butler County,39,19448,390600,390234
"Carroll County, OH",19,OH,Carroll County,39,28380,26689,26691
"Champaign County, OH",21,OH,Champaign County,39,209689,38705,38699
"Clark County, OH",23,OH,Clark County,39,22320,135719,135633
"Clermont County, OH",25,OH,Clermont County,39,206428,208635,209642
"Clinton County, OH",27,OH,Clinton County,39,37562,41962,42004
"Columbiana County, OH",29,OH,Columbiana County,39,101883,101607,101310
"Coshocton County, OH",31,OH,Coshocton County,39,36600,36548,36618
"Crawford County, OH",33,OH,Crawford County,39,63257,41928,41754
"Cuyahoga County, OH",35,OH,Cuyahoga County,39,1235072,1261696,1249387
"Darke County, OH",37,OH,Darke County,39,51113,51882,51597
"Defiance County, OH",39,OH,Defiance County,39,38087,38227,38144
"Delaware County, OH",41,OH,Delaware County,39,114135,215062,220740
"Erie County, OH",43,OH,Erie County,39,918702,75429,74852
"Fairfield County, OH",45,OH,Fairfield County,39,943332,159357,161064
"Fayette County, OH",47,OH,Fayette County,39,16302,28939,28906
"Franklin County, OH",49,OH,Franklin County,39,31362,1324013,1321414
"Fulton County, OH",51,OH,Fulton County,39,12477,42619,42450
"Gallia County, OH",53,OH,Gallia County,39,29898,29193,29158
"Geauga County, OH",55,OH,Geauga County,39,93649,95334,95565
"Greene County, OH",57,OH,Greene County,39,8111,168025,168412
"Guernsey County, OH",59,OH,Guernsey County,39,38875,38390,38287
"Hamilton County, OH",61,OH,Hamilton County,39,14428,829909,826139
"Hancock County, OH",63,OH,Hancock County,39,8457,74830,74656
"Hardin County, OH",65,OH,Hardin County,39,3821,30725,30621
"Harrison County, OH",67,OH,Harrison County,39,40515,14493,14477
"Henry County, OH",69,OH,Henry County,39,17205,27629,27538
"Highland County, OH",71,OH,Highland County,39,43161,43321,43354
"Hocking County, OH",73,OH,Hocking County,39,28264,27999,28097
"Holmes County, OH",75,OH,Holmes County,39,19617,44194,44271
"Huron County, OH",77,OH,Huron County,39,30981,58439,58367
"Jackson County, OH",79,OH,Jackson County,39,51626,32642,32511
"Jefferson County, OH",81,OH,Jefferson County,39,658573,65107,64789
"Knox County, OH",83,OH,Knox County,39,49699,62765,62897
"Lake County, OH",85,OH,Lake County,39,64386,232410,232023
"Lawrence County, OH",87,OH,Lawrence County,39,32924,58132,57445
"Licking County, OH",89,OH,Licking County,39,176862,178680,180401
"Logan County, OH",91,OH,Logan County,39,21466,46065,46035
"Lorain County, OH",93,OH,Lorain County,39,309833,313367,315595
"Lucas County, OH",95,OH,Lucas County,39,8600,430728,429191
"Madison County, OH",97,OH,Madison County,39,372909,43823,44386
"Mahoning County, OH",99,OH,Mahoning County,39,228683,227948,226762
"Marion County, OH",101,OH,Marion County,39,29709,65363,65291
"Medina County, OH",103,OH,Medina County,39,179746,182550,183092
"Meigs County, OH",105,OH,Meigs County,39,22907,22118,22049
"Mercer County, OH",107,OH,Mercer County,39,15437,42471,42309
"Miami County, OH",109,OH,Miami County,39,35516,108821,109264
"Monroe County, OH",111,OH,Monroe County,39,20733,13354,13329
"Montgomery County, OH",113,OH,Montgomery County,39,226486,536629,535840
"Morgan County, OH",115,OH,Morgan County,39,119679,13741,13682
"Morrow County, OH",117,OH,Morrow County,39,35328,34964,35151
"Muskingum County, OH",119,OH,Muskingum County,39,86215,86342,86408
"Noble County, OH",121,OH,Noble County,39,47744,14090,14176
"Ottawa County, OH",123,OH,Ottawa County,39,5704,40260,40104
"Paulding County, OH",125,OH,Paulding County,39,168667,18804,18871
"Perry County, OH",127,OH,Perry County,39,8923,35439,35460
"Pickaway County, OH",129,OH,Pickaway County,39,58457,58628,59333
"Pike County, OH",131,OH,Pike County,39,33114,27050,27089
"Portage County, OH",133,OH,Portage County,39,162466,161775,162382
"Preble County, OH",135,OH,Preble County,39,40882,40964,40867
"Putnam County, OH",137,OH,Putnam County,39,74521,34380,34318
"Richland County, OH",139,OH,Richland County,39,15513,124840,125195
"Ross County, OH",141,OH,Ross County,39,76666,76985,76891
"Sandusky County, OH",143,OH,Sandusky County,39,58518,58832,58715
"Scioto County, OH",145,OH,Scioto County,39,75314,73720,73346
"Seneca County, OH",147,OH,Seneca County,39,34016,54990,54906
"Shelby County, OH",149,OH,Shelby County,39,217702,48119,47977
"Stark County, OH",151,OH,Stark County,39,5342,374357,373834
"Summit County, OH",153,OH,Summit County,39,31011,539530,537633
"Trumbull County, OH",155,OH,Trumbull County,39,197974,201405,201335
"Tuscarawas County, OH",157,OH,Tuscarawas County,39,91987,93063,92500
"Union County, OH",159,OH,Union County,39,38682,63077,64971
"Van Wert County, OH",161,OH,Van Wert County,39,28275,28878,28732
"Vinton County, OH",163,OH,Vinton County,39,13085,12784,12696
"Warren County, OH",165,OH,Warren County,39,5254,243004,246553
"Washington County, OH",167,OH,Washington County,39,16326,59613,59423
"Wayne County, OH",169,OH,Wayne County,39,29927,116840,116710
"Williams County, OH",171,OH,Williams County,39,37589,37025,36716
"Wood County, OH",173,OH,Wood County,39,130817,132212,132472
"Wyandot County, OH",175,OH,Wyandot County,39,21772,21854,21708
"Adair County, OK",1,OK,Adair County,40,7152,19415,19414
"Alfalfa County, OK",3,OK,Alfalfa County,40,5702,5713,5710
"Atoka County, OK",5,OK,Atoka County,40,13758,14174,14324
"Beaver County, OK",7,OK,Beaver County,40,5311,5012,4980
"Beckham County, OK",9,OK,Beckham County,40,21859,22302,22046
"Blaine County, OK",11,OK,Blaine County,40,23021,8711,8562
"Bryan County, OK",13,OK,Bryan County,40,39627,46293,47105
"Caddo County, OK",15,OK,Caddo County,40,28762,26858,26368
"Canadian County, OK",17,OK,Canadian County,40,148306,155507,161737
"Carter County, OK",19,OK,Carter County,40,26797,48003,48291
"Cherokee County, OK",21,OK,Cherokee County,40,26196,47081,47627
"Choctaw County, OK",23,OK,Choctaw County,40,12589,14196,14307
"Cimarron County, OK",25,OK,Cimarron County,40,2137,2290,2248
"Cleveland County, OK",27,OK,Cleveland County,40,7956,296019,297597
"Coal County, OK",29,OK,Coal County,40,5495,5279,5276
"Comanche County, OK",31,OK,Comanche County,40,1700,121129,122063
"Cotton County, OK",33,OK,Cotton County,40,5666,5543,5480
"Craig County, OK",35,OK,Craig County,40,14142,14146,14115
"Creek County, OK",37,OK,Creek County,40,71522,71776,72029
"Custer County, OK",39,OK,Custer County,40,5068,28423,28163
"Delaware County, OK",41,OK,Delaware County,40,114135,40400,41000
"Dewey County, OK",43,OK,Dewey County,40,4891,4466,4417
"Ellis County, OK",45,OK,Ellis County,40,28553,3745,3762
"Garfield County, OK",47,OK,Garfield County,40,60061,62629,61926
"Garvin County, OK",49,OK,Garvin County,40,27711,25627,25804
"Grady County, OK",51,OK,Grady County,40,24633,54805,55508
"Grant County, OK",53,OK,Grant County,40,18265,4168,4131
"Greer County, OK",55,OK,Greer County,40,5712,5488,5487
"Harmon County, OK",57,OK,Harmon County,40,2653,2465,2418
"Harper County, OK",59,OK,Harper County,40,5436,3255,3180
"Haskell County, OK",61,OK,Haskell County,40,3968,11549,11602
"Hughes County, OK",63,OK,Hughes County,40,13279,13334,13405
"Jackson County, OK",65,OK,Jackson County,40,51626,24731,24777
"Jefferson County, OK",67,OK,Jefferson County,40,658573,5326,5438
"Johnston County, OK",69,OK,Johnston County,40,209339,10222,10301
"Kay County, OK",71,OK,Kay County,40,43538,43541,43732
"Kingfisher County, OK",73,OK,Kingfisher County,40,15765,15151,15204
"Kiowa County, OK",75,OK,Kiowa County,40,1406,8487,8410
"Latimer County, OK",77,OK,Latimer County,40,10073,9461,9427
"Le Flore County, OK",79,OK,Le Flore County,40,49853,48131,48476
"Lincoln County, OK",81,OK,Lincoln County,40,13024,33469,33829
"Logan County, OK",83,OK,Logan County,40,21466,49726,50885
"Love County, OK",85,OK,Love County,40,10253,10143,10216
"McClain County, OK",87,OK,McClain County,40,40474,41887,43516
"McCurtain County, OK",89,OK,McCurtain County,40,32832,30786,30884
"McIntosh County, OK",91,OK,McIntosh County,40,14378,18946,19245
"Major County, OK",93,OK,Major County,40,7629,7750,7668
"Marshall County, OK",95,OK,Marshall County,40,96774,15342,15594
"Mayes County, OK",97,OK,Mayes County,40,41100,39066,39159
"Murray County, OK",99,OK,Murray County,40,40096,13869,13718
"Muskogee County, OK",101,OK,Muskogee County,40,67997,66160,66146
"Noble County, OK",103,OK,Noble County,40,47744,10900,10933
"Nowata County, OK",105,OK,Nowata County,40,10076,9296,9303
"Okfuskee County, OK",107,OK,Okfuskee County,40,11993,11238,11197
"Oklahoma County, OK",109,OK,Oklahoma County,40,797434,797296,798575
"Okmulgee County, OK",111,OK,Okmulgee County,40,38465,36679,36843
"Osage County, OK",113,OK,Osage County,40,15949,45741,45772
"Ottawa County, OK",115,OK,Ottawa County,40,5704,30209,30340
"Pawnee County, OK",117,OK,Pawnee County,40,6414,15544,15741
"Payne County, OK",119,OK,Payne County,40,81784,81592,81989
"Pittsburg County, OK",121,OK,Pittsburg County,40,43654,43727,43633
"Pontotoc County, OK",123,OK,Pontotoc County,40,32174,38077,38163
"Pottawatomie County, OK",125,OK,Pottawatomie County,40,24383,72441,73019
"Pushmataha County, OK",127,OK,Pushmataha County,40,11096,10797,10815
"Roger Mills County, OK",129,OK,Roger Mills County,40,3583,3427,3386
"Rogers County, OK",131,OK,Rogers County,40,92459,95315,96695
"Seminole County, OK",133,OK,Seminole County,40,471826,23508,23567
"Sequoyah County, OK",135,OK,Sequoyah County,40,41569,39255,39508
"Stephens County, OK",137,OK,Stephens County,40,25925,42753,43129
"Texas County, OK",139,OK,Texas County,40,25398,21283,20865
"Tillman County, OK",141,OK,Tillman County,40,7250,6956,7076
"Tulsa County, OK",143,OK,Tulsa County,40,651552,670157,672858
"Wagoner County, OK",145,OK,Wagoner County,40,81289,81377,84050
"Washington County, OK",147,OK,Washington County,40,16326,52593,52772
"Washita County, OK",149,OK,Washita County,40,10916,10903,10915
"Woods County, OK",151,OK,Woods County,40,8793,8587,8583
"Woodward County, OK",153,OK,Woodward County,40,20211,20385,20205
"Baker County, OR",1,OR,Baker County,41,29210,16689,16847
"Benton County, OR",3,OR,Benton County,41,279141,95167,96017
"Clackamas County, OR",5,OR,Clackamas County,41,418187,422160,422537
"Clatsop County, OR",7,OR,Clatsop County,41,40224,41089,41810
"Columbia County, OR",9,OR,Columbia County,41,23457,52631,53074
"Coos County, OR",11,OR,Coos County,41,31563,64887,64999
"Crook County, OR",13,OR,Crook County,41,24404,24923,25739
"Curry County, OR",15,OR,Curry County,41,48954,23503,23683
"Deschutes County, OR",17,OR,Deschutes County,41,197692,199355,204801
"Douglas County, OR",19,OR,Douglas County,41,351154,111235,111978
"Gilliam County, OR",21,OR,Gilliam County,41,1912,2016,2005
"Grant County, OR",23,OR,Grant County,41,18265,7223,7272
"Harney County, OR",25,OR,Harney County,41,7393,7491,7575
"Hood River County, OR",27,OR,Hood River County,41,23382,23943,24057
"Jackson County, OR",29,OR,Jackson County,41,51626,223394,223734
"Jefferson County, OR",31,OR,Jefferson County,41,658573,24518,25068
"Josephine County, OR",33,OR,Josephine County,41,87487,88105,88346
"Klamath County, OR",35,OR,Klamath County,41,68238,69504,70164
"Lake County, OR",37,OR,Lake County,41,64386,8149,8276
"Lane County, OR",39,OR,Lane County,41,1535,382940,383189
"Lincoln County, OR",41,OR,Lincoln County,41,13024,50472,50862
"Linn County, OR",43,OR,Linn County,41,226706,128936,129839
"Malheur County, OR",45,OR,Malheur County,41,30571,31608,31693
"Marion County, OR",47,OR,Marion County,41,29709,346202,347119
"Morrow County, OR",49,OR,Morrow County,41,35328,12191,12303
"Multnomah County, OR",51,OR,Multnomah County,41,812855,815871,803377
"Polk County, OR",53,OR,Polk County,41,19964,87863,89164
"Sherman County, OR",55,OR,Sherman County,41,5917,1872,1907
"Tillamook County, OR",57,OR,Tillamook County,41,27036,27471,27748
"Umatilla County, OR",59,OR,Umatilla County,41,77950,80011,79988
"Union County, OR",61,OR,Union County,41,38682,26149,26212
"Wallowa County, OR",63,OR,Wallowa County,41,7208,7387,7545
"Wasco County, OR",65,OR,Wasco County,41,26682,26611,26726
"Washington County, OR",67,OR,Washington County,41,16326,600689,600811
"Wheeler County, OR",69,OR,Wheeler County,41,7855,1457,1451
"Yamhill County, OR",71,OR,Yamhill County,41,107100,107832,108239
"Adams County, PA",1,PA,Adams County,42,517421,103795,104127
"Allegheny County, PA",3,PA,Allegheny County,42,1216045,1248717,1238090
"Armstrong County, PA",5,PA,Armstrong County,42,64735,65445,65093
"Beaver County, PA",7,PA,Beaver County,42,5311,167732,166624
"Bedford County, PA",9,PA,Bedford County,42,47888,47523,47461
"Berks County, PA",11,PA,Berks County,42,421164,428694,429342
"Blair County, PA",13,PA,Blair County,42,121829,122518,121767
"Bradford County, PA",15,PA,Bradford County,42,28201,59858,59892
"Bucks County, PA",17,PA,Bucks County,42,628270,646008,646098
"Butler County, PA",19,PA,Butler County,42,19448,193851,194273
"Cambria County, PA",21,PA,Cambria County,42,130192,132957,132167
"Cameron County, PA",23,PA,Cameron County,42,4447,4519,4459
"Carbon County, PA",25,PA,Carbon County,42,10725,64751,65412
"Centre County, PA",27,PA,Centre County,42,162385,157929,157527
"Chester County, PA",29,PA,Chester County,42,524989,534645,538649
"Clarion County, PA",31,PA,Clarion County,42,38438,37178,37156
"Clearfield County, PA",33,PA,Clearfield County,42,79255,80394,80082
"Clinton County, PA",35,PA,Clinton County,42,37562,37350,37465
"Columbia County, PA",37,PA,Columbia County,42,23457,64667,64872
"Crawford County, PA",39,PA,Crawford County,42,63257,83723,83351
"Cumberland County, PA",41,PA,Cumberland County,42,10766,259996,262919
"Dauphin County, PA",43,PA,Dauphin County,42,278299,286544,287400
"Delaware County, PA",45,PA,Delaware County,42,114135,576388,573849
"Elk County, PA",47,PA,Elk County,42,2530,30927,30783
